Unnamed: 0,uid,speakerid,replyid,utterance,offensive,target
581,8.0,我的头可是石头做的,小鑫在路上77,那你捐了多少,0.0,0.0
760,17.0,Y云海H,11馨馨,十万的已经不是普通的了，最低工资两千五的大有人在，而且还是大部分。。。,0.0,0.0
609,1.0,安道尔第一深情,吕六清爱微博,有没有一种可能，全市的饭集中在一起烧然后再分发比每个学校食堂自己烧好监管多了😅,0.0,0.0
587,6.0,KoP独抱孤贞,没有成为现充的一只球,看截图什么的，社区的单位的都捐款了，真正的来者不拒,0.0,0.0
656,2.0,vipper_z,甜芙公主,三四岁小孩，幼儿班都没上吧，话估计都说不顺呢,0.0,0.0
713,0.0,流光在穿梭,-1,非常正义的判决，对稳定社会起到的决定性的作用，以后敢扶的都罚倾家荡产才对。,0.0,0.0
710,1.0,钕宝的琴叠,柠檬小娜素素子,慕√来撒泼了,1.0,1.0
569,24.0,小胖仔并不胖,锦鲤六宝,一些所谓的爱狗人士都跳出来了，不见去喂下流浪狗,0.0,0.0
517,4.0,1768019322,1267897007,一刻也没有为lz变小丑感到悲哀，下一个赶到战场的是——井大之光,1.0,1.0
740,13.0,张元英biss,KawaKami88233,你再说一句你试试,1.0,1.0
635,3.0,帅哥的回忆录,Dagongsoul,阅读能力不行就再去学学,1.0,1.0
725,8.0,京海市市花,谁的春日啊,几乎不要钱的，这便宜不占白不占,0.0,0.0
603,1.0,祝星鸣,似水年华指间沙,顺便润了，带着全家有钱人的钱全捐给国外,0.0,0.0
643,3.0,僅自己可見s,微町VLian,好的 有个确切时间有个数,0.0,0.0
667,15.0,寂寂宸笙,凸呀凸呀,我之前出车祸都是自己先垫付，检查开药都提前问一下保险赔不赔，然后最后去找的他们给的赔偿,0.0,0.0
746,7.0,点解我灵性,又来上这b班了,小学发表几篇文章学术就行,0.0,0.0
615,8.0,今天也是一个小垃圾,墩墩作响,多读点书吧，话都说不明白,1.0,1.0
525,2.0,6347785231,901351482,我说你这人怎么那么龌龊呢，穿个黑丝就圆角了？人家小姑娘穿什么是她穿衣自由，除非学校规定不准穿黑丝，那她就错了,1.0,1.0
744,1.0,伊利达雷之怒,周魴17,笑死，那国内这么惯着巨婴在制造什么？制造女神仙？,1.0,2.0
590,0.0,KinPang负重前行,-1,老师这个职业没有门槛了吗？,0.0,0.0
546,4.0,2933937684,5503681242,纯土狗嘛不是社会女随便拿捏,1.0,1.0
507,6.0,6043205654,839827468,我应该算是科目一到科目四一把过的，但是觉得最难的是科目一和科目四，尤其是科目一,0.0,0.0
605,5.0,是酸奶味的仙草呀,麦切特,确实 现在研究生毕业也难找工作了 我三个师弟还没啥offer呢,0.0,0.0
596,20.0,Jeremy米白,云萧萧0708,上海没有好酒店是吧？,0.0,0.0
584,0.0,缅交所所长,-1,水滴筹如果不看实际医疗开销就能靠流量募捐几百万的话 我看非法集资罪要重新定义了 我做个胃镜卖个惨 上个头条是不是也能募集200万,0.0,0.0
603,6.0,柳有黑桃,似水年华指间沙,认真的说，今年出国留学的很多本身可能有保研资格但是拒绝了的本身他们这部分人也不属于保研人,0.0,0.0
564,0.0,165808376,-1,那么问题来了，同样的情况给女生送什么平安夜准备出去吃饭，🐭🐭根本没想过会有送🎁环节，但昨天她说会送，🐭🐭不得不准备一下🌶（除了口红）,0.0,0.0
529,9.0,5487524396,4055736149,你在这bb腻嘛呢？人家说什么你都要管，你怎么不去上吊呢？（无恶意，单纯抬杠）,1.0,1.0
527,6.0,2327346948,0,你起火了穿什么衣服都不好使吧现在实验室几乎没有明火的，而且实验室最基本的要配备灭火器，灭火器喷比打滚什么的好使多了。再者，腐蚀药物也没那么厉害，如果要取也一般是双层手套取药，再说了实验服也就是普通的白大褂，泼衣服上也不会透过衣服，就算滴了点到光腿神器上擦擦也就没事了,0.0,0.0
687,0.0,反潜联盟,-1,为这些不辞劳苦为孩子发声的义士点赞,0.0,0.0
562,8.0,1190078850,809839291,你说的这种是理想状态，现在天天在网上口嗨的基本上都是一群只会喊口号的小仙女,1.0,2.0
567,12.0,金风满林,爱莲条纹说,对，我也记得，是让两个女儿去送，姐姐还带着妹妹，姐姐五岁，妹妹三岁！,0.0,0.0
681,12.0,开心向前冲1008,安逸的猪_,jiankong这玩意儿你想看的时候就是坏的,0.0,0.0
616,3.0,今天也是一个小垃圾,传奇色彩1998,狗要你摸了吗。你问过狗主人的意见没？在这里说什么鬼话,1.0,1.0
636,2.0,为了愉快冲浪而拉黑沙比这件事,Courage0598,啊？说句实话就黑人啦，它地域黑你是一字不提。你是小丑把,1.0,1.0
702,11.0,网络扣字巨人专治无理取闹,请求丰富朋友圈,外国女的普遍也比国内的好看多了，身材更是碾压，总结: 黄种人不行,1.0,2.0
615,10.0,今天也是一个小垃圾,樱井沐沐,谁说不负责了,0.0,0.0
753,7.0,做芝达咸鱼,美离间祸众国,我被一个逆行骑电三轮车的老头撞了，还一直往前，他说他管不住自己，还怨我撞坏了他的车筐,0.0,0.0
647,5.0,青鸾-Aunt,理桃子,这层的姐妹先确定有没有碰到再说其他吧,0.0,0.0
702,12.0,油腻的vv老师,请求丰富朋友圈,那不然呢，长得不好看怎么能玩到国籹eazy. girls呢,1.0,2.0
760,16.0,星星家的许愿树,11馨馨,买不起就租吧。,0.0,0.0
665,17.0,这是什么神仙太太,哎呦喂哇c,礼貌问问企业性质，我周围朋友上下班外出都有摔过骨折骨裂过的，原则上各项都符合认定标准，但是都申不下来一直好奇哪类单位可以,0.0,0.0
665,6.0,黄金擀面杖,哎呦喂哇c,这种有人承担责任的，工伤可能不报。地铁说了他们会赔，还是直接找地铁赔偿方便一些,0.0,0.0
612,3.0,Eup遗忘,-BRAMBLE刺刺-,添加再多也得符合国家食品安全标准吧,0.0,0.0
688,17.0,傻丫傻瓜,汉嫖妓将军,快进到直播带货,0.0,0.0
706,12.0,L小鱼在乎,我的沃沃,你抖什么机灵，是人做的不好还是法规定的不好，你心里没数？执法人员把狗打死，网上的爱狗人士怎么喷的你不知道吗？学一句话用到正地方行不行。,0.0,0.0
713,17.0,如此而已------,De-cK,你去医院检查一下指不定有啥毛病,0.0,0.0
704,8.0,木木信弘,BLESSED_PETERPAN,厕所别代表那些自尊自爱的女士们，你们这些人形公交车，600块2次！,1.0,2.0
707,3.0,Brave_new-world9966,喵邪新生,在网上打字最容易，只有自己能做到带头赴险，才有资格指责别人,1.0,1.0
546,2.0,458616061,5503681242,lz啥都没干？,0.0,0.0
560,1.0,2040989261,0,捏吗我名字缩写是hyt，能不能打对字母了,0.0,0.0
704,1.0,青海湖西岸,木木信弘,她倒是想，国内都没人要,1.0,2.0
692,11.0,文星伊的头发丝儿,梁先森mua,放你妈咪的pi，那人家日本组词是不是可以叫—支那 ，东亚病夫，就知道反贼反贼，爱国可显着你了,1.0,1.0
596,5.0,唯腿子不可辜负,云萧萧0708,酒店人告诉你，有义务，哪怕是个空白的笔记本，也会给客人打电话询问,0.0,0.0
717,6.0,红色motor,black考拉,你这个脑部疾病需要医生协助,1.0,1.0
742,9.0,山山水水走走停停,foa988,因为危险了才求救的，救可能活，不救可能死，而不是说不想死。,0.0,0.0
644,6.0,谁想做我最好的朋友,Bettysjing,我干儿子2岁了，已经要和妈妈分开洗澡了，我觉得确实应该从小就教育好,0.0,0.0
624,8.0,小把细123,实在不知道要改什么名字A,十一去的，自驾游，然后吃饭也是,0.0,0.0
651,3.0,LR-MingRPIJ,杨小柒57,不然哪有人点进来，所以现在这些学新闻的完全没有底线。,1.0,2.0
755,3.0,纯纯大无语状态,陆屿陌,汽车有保险有驾照，老头乐是个人都能开，出了事担不起责任赔不了钱,0.0,0.0
518,3.0,1768019322,4540960957,细水长流,1.0,1.0
643,2.0,微町VLian,僅自己可見s,这周日发货哈,0.0,0.0
758,18.0,孤独症的夜空,United鑫,上海一套1000w的廉价房子，月薪2w不吃不喝40多年就能买到啦，太实惠了,0.0,0.0
650,8.0,kellysssss_D,快快子也想开开心心的躺赢,四岁男宝已经会强奸幼儿园同学了,1.0,2.0
590,3.0,愤怒的小金针菇,种花家的花花君,没有啊，我朋友去年还是体制外的，工资只有一千多还是两千哦，最后实在是干不下去了，工资太低了，活儿全她们编外的做。她倒是想考公，没考上。,0.0,0.0
689,16.0,山月iis,不明身份的武林萌丷,想火想疯了的你是这样的,1.0,1.0
668,2.0,风林火山300,alison_s_top,确实是故障，该停的停不住，不该停的自己停了,0.0,0.0
514,4.0,4957092425,0,谢谢你，本来今天不太开心的,1.0,1.0
714,2.0,醒了_在妳梦里,我的沃沃,成都地铁：这题我会,0.0,0.0
634,14.0,月落当离,晴空万里金灿灿的太阳,哪里都有好人，哪里都有坏人，不能以偏概全,0.0,0.0
668,1.0,momoko__桃,alison_s_top,怕的是隐瞒事故真相 操作失误可不是操作人离职领导离职这么简单了 机器故障和操作交接失误导致的追尾性质根本两码事了,0.0,0.0
731,0.0,二十颗铜钱草,-1,"""刚在上面看到地震时姐姐癫痫发作，弟弟留下守护姐姐。下面就有个19岁男子砍伤3女子<img alt=""""[裂开]"""" title=""""[裂开]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/1b/202011_liekai_org.png"""" />""",0.0,0.0
694,27.0,a_new_place_to_stay,父拔插头人踢狗,别着手枪没毛病啊,0.0,0.0
670,1.0,跳伞的胖月亮,王大wyt,是追尾才断开了，都撞上了能不断么,0.0,0.0
628,2.0,Radiohead主唱ThomYorke,铁膝战警肖万,你猜“天上九头鸟，地上湖北佬”是什么意思？,0.0,0.0
521,3.0,520499508,3958127082,没有假设，没有如果，事实就是男的家暴了女的，之前那些新闻是切切实实有反例的，大伙儿才能和你一起骂。要么你自己去小红书反串一下，要么就别在这里丢大伙儿的脸了。,1.0,1.0
751,12.0,airel_lee,请叫我深刻w,感觉还是厂家和监管的问题，故意这样销售的。如果是园区可用，就不太可能对私人出售，一般对集体为主吧。现在市面上私人店铺卖三轮自行车的在卖。,0.0,0.0
607,0.0,一只草率的帆,-1,"""因为考公去了<img alt=""""[哈欠]"""" title=""""[哈欠]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/55/2018new_dahaqian_org.png"""" />另一部分看穿了研究生也没啥好工作的事实，只有俺们学医的<img alt=""""[微笑]"""" title=""""[微笑]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"""" />不考上研究生是真没工作""",0.0,0.0
567,0.0,planetearth,-1,之前看过一个案例，是父亲带着孩子在海里玩儿，孩子自己套着游泳圈睡着了，睡醒后太阳都快落山了，大概十岁左右，自己回到岸边后，她爸很平静的带她回家了。还是她成年后，才觉得有些不对劲。,0.0,0.0
760,4.0,元老院SPQR,11馨馨,中国又不是只有北上广深,0.0,0.0
609,12.0,道道阿宝,吕六清爱微博,外包出去，法律上学校的责任就大大降低了，出问题负责的就是预制菜的经营者，这才是关键,0.0,0.0
623,2.0,z往事只能回味L,Ahkau,你们福建人爱骗人,1.0,2.0
641,2.0,小乔扇他,杨笑汝,现在想想读书最快乐的时期就是大学,0.0,0.0
573,2.0,木座乡的羽毛,CforikY_,为什么要退,0.0,0.0
589,4.0,小葵花课堂磊,宣城1061马小壮,为人师表？这老师根本没有素质,1.0,1.0
509,2.0,3478009568,1247527941,杂鱼,1.0,1.0
610,4.0,现在开始去改变自己,BabyDragonQueen,这是店的问题，现在你找连锁店绝大多数都是预制菜或者半成品，只有这样才能把控口味都一致，甚至大多数普通店比味道还比不过预制菜，预制菜至少口味统一难吃也难吃不到哪里去，健康不健康就另说了,0.0,0.0
648,17.0,浩澤249,避世隐居修改昵称,他妈看你好几条了你咋还不死,1.0,1.0
746,8.0,叁点壹肆壹伍玖贰陆的无限不循环,又来上这b班了,这边博士硕士才是E类，D类得有大奖才行,0.0,0.0
540,1.0,2688524653,0,一个意思，广东以外都是北方，包括海南,0.0,0.0
738,7.0,运气好是真的123,DD浮尘,年轻时有时想不开轻生，过一段可能就好了，甚至以后过得很好，还是得谢谢这个老板,0.0,0.0
559,8.0,3858652412,2401134876,xxn破防了,1.0,1.0
638,15.0,猫先森本喵,不冉而然,这得回焚尸炉吧,1.0,1.0
678,7.0,wahe,穿条纹睡衣的鱼,为什么四川是四川 成都是成都什么梗,0.0,0.0
580,13.0,菏包疍,陈同学yc,是的，这个很明显有问题…虽然小孩子是很不幸，但是我原本认为的筹款是在自己本身实在没办法的情况下才做出的最后选择。现在物业和狗主人承诺承担责任，难道他们连真的一分钱都没有立马就用起了筹款？这个我是真的很难理解…我表嫂羊水栓塞住院一年多后还是走了，两家人最后负债两百多万,0.0,0.0
511,1.0,6327765806,0,大专女多半都是卖啤的，我在潍坊，这边的职业学院和医学院，emm，主打一个量大管饱。,1.0,2.0
638,25.0,橘居桔句局,FelidaeNiYo_,你说的是他爹吗,0.0,0.0
583,0.0,71719_T,-1,够花还利用孩子直播带货？真相到底是什么？有没有用石头砸人家狗,0.0,0.0
606,13.0,Katrina的妙妙屋,M小怪下士小M,不是的，其实在报名之前就可以知道你想报考的院校今年研究生总名额里给保研/考研的人数，我的专业保研人数是比去年多了一倍且缩招。,0.0,0.0
706,4.0,一地鸡毛掸子当令箭,金一点策,狗枪毙  狗主子判故意伤害罪10年以上,0.0,0.0
533,0.0,2430574555,0,成都地铁义庄 百人斩大接战 追杀无差别开启,1.0,2.0
607,6.0,雅思不到9分,一只草率的帆,自信点，考上了也没工作,0.0,0.0
619,3.0,6-FeetUnder,荘稼树,跟明星资本家共情你挺搞笑的,1.0,1.0
750,13.0,酷爱鱿鱼丸,好名字都被狗站占了,什么出生发言,1.0,1.0
546,1.0,236505143,0,都给你丑完了,1.0,1.0
571,5.0,我把某鸭做绝味儿,拒绝电疗,能请劳荣枝律师，也不嫌晦气,0.0,0.0
641,14.0,桃桃逃跑车,圆耳生物压块机,点了 封校那段日子做梦都想逃离太痛苦了,0.0,0.0
672,1.0,oO巴霍巴利Oo,鹤鹤lucky,地铁没有司机啊,0.0,0.0
613,2.0,一路风尘199705,青春朋克日,报假警还得了，自己搭进去了,0.0,0.0
711,3.0,___李素丽你漂亮吗,夜阑卧听风吹雨abce,有没有一种可能，女人没资格定义，也没资格选择。男人怎么对待女人，女人都只能接受管你怎么想，谁会把第二性当回事,1.0,2.0
548,3.0,6548770766,0,本人来了,0.0,0.0
667,17.0,豆豆无殇,云歌ar,你的美国爸爸，我们的美国孙子,1.0,1.0
525,5.0,2182825017,6347785231,实验室不允许穿丝袜，有安全隐患,0.0,0.0
725,20.0,书信远那是从前,九六爱西红柿,公职人员申请到公租房，然后租出去，他们都能搞到还怕什么，朋友就是租的这种,0.0,0.0
756,11.0,洛翼儿,大凯invoker,75岁了还开什么车,0.0,0.0
614,8.0,花妞爱吃三文鱼,Qi柒7七契,看视频，全程被牵着,0.0,0.0
598,10.0,全队的希望啊w,起名困难户vfch,垃圾塞你嘴里,1.0,1.0
606,9.0,禺寮小厢,66长乐未央,比如我们全院加起来收30个学生，我考那年保上研的人数少，剩二十多个考研名额，每个方向考的还都大差不差，你会觉得努努力能拼一拼。但是后来保研的越来越多，只剩不几个考研名额，你就会觉得自己希望很渺茫了,0.0,0.0
612,7.0,今年更顺意,Eup遗忘,因为要进校园，领导天天吃有机菜，让学生吃预制菜，吃不到新鲜蔬菜，天天吃防腐剂,0.0,0.0
724,18.0,嗝嗝嗝嗝嗝叽,换个名字就不认识了呀,没苹果还是没手机，很难理解吗，没房和没厕所你选一个吧,0.0,0.0
526,4.0,2145039651,0,合影,1.0,1.0
579,2.0,特卫司,皮蛋巨侠杨11,哪个杀的找哪个，在这里吵有意义吗，又不是这个律师杀的,0.0,0.0
